gridstep,error
0.4,0.0253804
0.39,0.0266666
0.38,0.026083
0.37,0.0231923
0.36,0.0159473
0.35,0.0218538
0.34,0.0222454
0.33,0.0196793
0.32,0.0187223
0.31,0.0174786
0.3,0.0203964
0.29,0.019346
0.28,0.0150996
0.27,0.0171403
0.26,0.019487
0.25,0.0177331
0.24,0.0170237
0.23,0.0153518
0.22,0.0161656
0.21,0.016063
0.2,0.0168561
0.19,0.0141522
0.18,0.0132907
0.17,0.0134977
0.16,0.0116888
0.15,0.0139738
0.14,0.0107264
0.13,0.0106846
0.12,0.0110776
