gridstep,error
0.4,0.0264056
0.39,0.0270686
0.38,0.0270714
0.37,0.024733
0.36,0.0167365
0.35,0.0230093
0.34,0.0233149
0.33,0.0212107
0.32,0.0194617
0.31,0.0182443
0.3,0.0213129
0.29,0.0202362
0.28,0.0163178
0.27,0.0182948
0.26,0.0203383
0.25,0.0184737
0.24,0.0178478
0.23,0.0161088
0.22,0.0168959
0.21,0.0165805
0.2,0.0172702
0.19,0.0148849
0.18,0.013789
0.17,0.0139917
0.16,0.0123259
0.15,0.0143631
0.14,0.0112635
0.13,0.0110707
0.12,0.0113722
