gridstep,error
0.4,0.0264115
0.39,0.0293977
0.38,0.0265174
0.37,0.0245092
0.36,0.0262524
0.35,0.0247728
0.34,0.0274236
0.33,0.028858
0.32,0.0282859
0.31,0.025872
0.3,0.0270509
0.29,0.0256158
0.28,0.0259661
0.27,0.0250273
0.26,0.0264093
0.25,0.0266991
0.24,0.0248227
0.23,0.0262984
0.22,0.0253997
0.21,0.0291341
0.2,0.0267233
0.19,0.02455
0.18,0.0265157
0.17,0.0263928
0.16,0.0277085
0.15,0.0243414
0.14,0.0268703
0.13,0.0266472
0.12,0.0263532
