gridstep,error
0.4,0.0529959
0.39,0.0587637
0.38,0.0626521
0.37,0.0545449
0.36,0.0375469
0.35,0.0433525
0.34,0.0406599
0.33,0.0412281
0.32,0.0403596
0.31,0.0493928
0.3,0.05272
0.29,0.0487219
0.28,0.0352587
0.27,0.0342876
0.26,0.0460243
0.25,0.057434
0.24,0.0395861
0.23,0.0333863
0.22,0.0394923
0.21,0.0369173
0.2,0.050879
0.19,0.032329
0.18,0.0476134
0.17,0.0414904
0.16,0.0342858
0.15,0.0535266
0.14,0.0314476
0.13,0.0381814
0.12,0.04669
