gridstep,error
0.4,0.070432
0.39,0.0882023
0.38,0.0843174
0.37,0.0900055
0.36,0.104711
0.35,0.0786713
0.34,0.111192
0.33,0.0880855
0.32,0.111653
0.31,0.0953107
0.3,0.105987
0.29,0.0999212
0.28,0.0966373
0.27,0.116542
0.26,0.105806
0.25,0.11018
0.24,0.103381
0.23,0.106665
0.22,0.100504
0.21,0.146998
0.2,0.117026
0.19,0.109965
0.18,0.114708
0.17,0.139733
0.16,0.142881
0.15,0.11256
0.14,0.161324
0.13,0.158159
0.12,0.116556
