gridstep,error
0.4,0.080698
0.39,0.11921
0.38,0.0659899
0.37,0.0667476
0.36,0.0623057
0.35,0.0384599
0.34,0.0642981
0.33,0.0769643
0.32,0.10396
0.31,0.114854
0.3,0.0520916
0.29,0.105959
0.28,0.0801482
0.27,0.0632291
0.26,0.0502611
0.25,0.0486132
0.24,0.0369526
0.23,0.0761107
0.22,0.0414844
0.21,0.0408576
0.2,0.0452247
0.19,0.0451861
0.18,0.0405112
0.17,0.0394153
0.16,0.0521945
0.15,0.0374492
0.14,0.04326
0.13,0.0459458
0.12,0.0315802
