gridstep,error
0.4,0.0713029
0.39,0.117838
0.38,0.0604408
0.37,0.0907872
0.36,0.147772
0.35,0.0796321
0.34,0.0692167
0.33,0.0918276
0.32,0.0868626
0.31,0.0815528
0.3,0.106581
0.29,0.0827186
0.28,0.100221
0.27,0.104808
0.26,0.0801946
0.25,0.0993958
0.24,0.0673023
0.23,0.0780101
0.22,0.0855573
0.21,0.0626039
0.2,0.0598937
0.19,0.0474622
0.18,0.0715134
0.17,0.0938383
0.16,0.0453649
0.15,0.109965
0.14,0.0701477
0.13,0.0384127
0.12,0.0594113
