gridstep,error
0.4,0.21461
0.39,0.195798
0.38,0.203142
0.37,0.190854
0.36,0.194503
0.35,0.134549
0.34,0.19066
0.33,0.185118
0.32,0.177191
0.31,0.148287
0.3,0.150794
0.29,0.153397
0.28,0.157765
0.27,0.179233
0.26,0.129497
0.25,0.132335
0.24,0.140237
0.23,0.141194
0.22,0.118028
0.21,0.136352
0.2,0.105071
0.19,0.0885014
0.18,0.109123
0.17,0.088588
0.16,0.0934274
0.15,0.0944605
0.14,0.107052
0.13,0.0733458
0.12,0.0693621
