gridstep,error
0.4,0.0339761
0.39,0.0399885
0.38,0.0259165
0.37,0.0326687
0.36,0.0427779
0.35,0.0263336
0.34,0.027942
0.33,0.0292523
0.32,0.0247094
0.31,0.0326349
0.3,0.0436907
0.29,0.0294945
0.28,0.0194732
0.27,0.0260432
0.26,0.02457
0.25,0.0373191
0.24,0.021235
0.23,0.0167175
0.22,0.0224699
0.21,0.018897
0.2,0.0316252
0.19,0.0172275
0.18,0.0258301
0.17,0.0244152
0.16,0.0146684
0.15,0.0239854
0.14,0.011927
0.13,0.0109625
0.12,0.0184128
