gridstep,error
0.4,0.270168
0.39,0.246078
0.38,0.271808
0.37,0.235524
0.36,0.231842
0.35,0.223795
0.34,0.209274
0.33,0.195562
0.32,0.213206
0.31,0.184754
0.3,0.168569
0.29,0.182601
0.28,0.159948
0.27,0.146648
0.26,0.142021
0.25,0.117724
0.24,0.112039
0.23,0.105033
0.22,0.0966871
0.21,0.0779028
0.2,0.0624826
0.19,0.0539908
0.18,0.044345
0.17,0.030848
0.16,0.0148528
0.15,0.00594179
0.14,0.0043358
0.13,0.00360834
0.12,0.00319158
