gridstep,error
0.4,0.195236
0.39,0.195533
0.38,0.268405
0.37,0.186523
0.36,0.182696
0.35,0.178206
0.34,0.186575
0.33,0.140718
0.32,0.168279
0.31,0.143181
0.3,0.139828
0.29,0.154051
0.28,0.114886
0.27,0.115215
0.26,0.104849
0.25,0.0905517
0.24,0.0753368
0.23,0.065634
0.22,0.0643548
0.21,0.0528009
0.2,0.0460237
0.19,0.0382043
0.18,0.0327811
0.17,0.0236742
0.16,0.0185782
0.15,0.0141671
0.14,0.00973655
0.13,0.00614442
0.12,0.00370913
