gridstep,error
0.4,0.0460323
0.39,0.0422899
0.38,0.0537633
0.37,0.0265078
0.36,0.0322126
0.35,0.028229
0.34,0.0277702
0.33,0.0299521
0.32,0.0354452
0.31,0.0251026
0.3,0.0246808
0.29,0.0268478
0.28,0.023766
0.27,0.0196976
0.26,0.0230005
0.25,0.0170853
0.24,0.0158602
0.23,0.0148591
0.22,0.0162065
0.21,0.0130001
0.2,0.00951338
0.19,0.0103191
0.18,0.00905366
0.17,0.00635723
0.16,0.00517298
0.15,0.003434
0.14,0.00282495
0.13,0.00196506
0.12,0.00173733
