gridstep,error
0.4,0.100714
0.39,0.0815991
0.38,0.164054
0.37,0.0578233
0.36,0.048923
0.35,0.0383891
0.34,0.0320944
0.33,0.0235799
0.32,0.02101
0.31,0.01585
0.3,0.0137955
0.29,0.0118225
0.28,0.0102298
0.27,0.00900691
0.26,0.00808459
0.25,0.00687947
0.24,0.00616866
0.23,0.00558796
0.22,0.00489985
0.21,0.00426012
0.2,0.00364822
0.19,0.0033182
0.18,0.00327349
0.17,0.00242298
0.16,0.00218854
0.15,0.00171539
0.14,0.00144605
0.13,0.0010398
0.12,0.000873714
